
---------- Begin Simulation Statistics ----------
simSeconds                                   0.329042                       # Number of seconds simulated (Second)
simTicks                                 329041517500                       # Number of ticks simulated (Tick)
finalTick                                329041517500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  14546.07                       # Real time elapsed on the host (Second)
hostTickRate                                 22620643                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1205372                       # Number of bytes of host memory used (Byte)
simInsts                                    685048767                       # Number of instructions simulated (Count)
simOps                                     1324124270                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    47095                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      91030                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        559159345                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1438873859                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       19                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1422331338                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  30500                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            114749602                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         116258609                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   1                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           557734105                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.550196                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.809658                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 103842522     18.62%     18.62% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  73010550     13.09%     31.71% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  92307031     16.55%     48.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                 113103971     20.28%     68.54% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  85262979     15.29%     83.83% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  60705625     10.88%     94.71% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  25781040      4.62%     99.33% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   3634564      0.65%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     85823      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             557734105                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 1807198     81.45%     81.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     81.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     81.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     81.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     81.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     81.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     81.45% # attempts to use FU when none available (Count)
