
---------- Begin Simulation Statistics ----------
simSeconds                                   0.313127                       # Number of seconds simulated (Second)
simTicks                                 313126916500                       # Number of ticks simulated (Tick)
finalTick                                313126916500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   9222.57                       # Real time elapsed on the host (Second)
hostTickRate                                 33952255                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1219172                       # Number of bytes of host memory used (Byte)
simInsts                                    419443135                       # Number of instructions simulated (Count)
simOps                                      829696736                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    45480                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      89964                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        626253834                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1366366291                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                 48803434                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1159670922                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1327039                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            585472983                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        1119866615                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved            23072938                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           625862695                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.852916                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.054026                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 247044332     39.47%     39.47% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  96190638     15.37%     54.84% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  74770387     11.95%     66.79% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  64295727     10.27%     77.06% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  66698495     10.66%     87.72% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  29328512      4.69%     92.40% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  31339777      5.01%     97.41% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   9981489      1.59%     99.01% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   6213338      0.99%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             625862695                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                14667928     52.86%     52.86% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     52.86% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     52.86% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     52.86% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     52.86% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     52.86% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     52.86% # attempts to use FU when none available (Count)
